instrument_id,instrument_type,orig_unpaid_balance,start_dt,unpaid_balance,rating_grade
2322f178-799a-40a6-b8eb-653c44765a88,AUTO,28443,2015-11-01,3636,F
e2ffe946-5ff8-4ac6-a6e5-b39f4a619520,CREDIT_CARD,7958,2015-09-21,7261,F
583f0cc6-8e27-4278-944b-b4b3c906533d,AUTO,8550,2017-07-17,2909,E
f49f3976-01ee-46f4-afec-7eb2e2e926dc,AUTO,37702,2021-08-18,33447,F
b7f99f34-85c8-4e47-b6db-ec87d312cbba,AUTO,17519,2022-03-09,14099,E
7c19d2b0-74cf-4d43-af9c-1b513f9fe5f8,CREDIT_CARD,4249,2021-09-23,2574,D
1666290d-7104-4276-ae4e-36b32de656e1,CREDIT_CARD,31344,2019-12-12,6078,C
db54c1f4-3d67-478f-8b8f-3fb38ebf54a9,CREDIT_CARD,35822,2016-01-19,2573,F
12a8e035-0fe6-4d6d-84f5-eea33e703b1e,CREDIT_CARD,8250,2020-02-08,3685,C
7c1ac6ca-ef60-456e-9c23-04c3c53f623a,HELOAN,237276,2015-11-12,94837,F
db4bcec6-e5cb-4952-9d02-91d8833f3ce5,HELOAN,420091,2020-02-10,74817,C
d527a3dc-6fde-4332-beeb-09d210d53872,HELOC,227059,2017-05-03,48612,E
6c4b3beb-3bd6-4a67-a8ca-22b55d5333ef,HELOC,203553,2022-03-30,41693,B
5c803dc5-9c45-4386-861a-59f0c93b2556,HELOAN,338085,2022-06-23,2405,B
2e5141e0-cb3e-45ce-9bef-c98ad3404afe,HELOAN,308758,2014-09-21,150693,F
7f627c1a-c2c9-4d8d-952e-95f7b75e97c6,CREDIT_CARD,24665,2019-12-09,9109,C
906cd9b4-0250-4fd3-9f80-c300539aa249,AUTO,8216,2018-01-15,3100,D
f0600701-f6e0-47b5-85b4-47886d29a17f,CONSTRUCTION,313535,2018-10-13,95971,D
eb424fa1-2ed4-4834-bc4b-6d4da15ded17,HELOC,324628,2017-03-27,303695,F
128443b4-6ae7-435a-a9fc-7e4e6d78d231,HELOC,454581,2023-04-30,314598,E
af268e98-8749-4e06-adc4-95cffb914965,HELOAN,225775,2017-03-26,27838,E
baa13a85-cc06-4373-b49b-451ab3a320ce,CREDIT_CARD,31542,2019-03-15,15584,D
a9b99f72-07d6-44a9-a62a-4c0f9abe1fc5,HELOAN,289613,2019-09-25,26000,C
6aed82a4-a67b-4895-824e-c5579a289cab,CONSTRUCTION,300440,2017-07-10,149786,E
455cb463-6619-494b-83c6-6e213e118591,AUTO,14523,2016-10-24,14424,F
3d17d514-620b-4e25-8525-280f79fadd37,HELOC,253246,2015-10-01,85668,F
e236e91a-1eac-494c-a4ab-aeef0d506e00,CONSTRUCTION,348124,2024-01-15,122429,C
9db65b70-414c-487a-a32d-5d6387193f2d,AUTO,22332,2018-07-30,12023,D
0a0c6030-be79-42c9-a330-55a4afd8f325,CONSTRUCTION,267703,2019-06-02,74651,D
bd39a206-5d7e-4397-927d-b13141919ae5,CONSTRUCTION,310286,2017-07-20,237898,E
d808d4d6-379a-4f05-b36f-8e1852080a2d,CREDIT_CARD,8948,2023-07-18,4973,D
0389258b-4788-4047-a634-6bab089626ea,CREDIT_CARD,25633,2021-08-06,23142,F
41efd65d-1538-461b-8b6c-417f3c2dd05b,CONSTRUCTION,269236,2017-02-06,229912,F
5113d063-f1dd-4ab7-bb8f-19ed8a8d3c92,AUTO,12652,2016-04-27,11588,F
b4bd0b7b-3ce0-41fa-844b-7d7cba2f1243,CONSTRUCTION,290085,2021-08-08,185103,D
4e6175cb-6bdf-49f3-9508-6b3e245009fe,AUTO,27746,2017-10-29,16865,E
f80bb306-c759-40c3-b99d-8be72222a6e9,AUTO,25712,2017-10-02,4208,E
883e94ff-3bd8-4d2c-889c-fa37ec046f9e,HELOC,346390,2018-07-13,191702,D
7e51182f-31f6-4371-ad5a-a9b80dc41cda,AUTO,34653,2018-08-14,15198,D
ee4ea436-2a4a-4dcd-952d-88e6bffb178a,AUTO,22405,2020-08-12,15615,E
bda8b3b4-fdcb-46b7-a33a-bf63947af2e0,AUTO,32235,2015-12-29,28613,F
ce2b1a6a-cc9d-41fb-82db-87caee226efb,HELOC,335614,2016-06-12,126137,E
a80e7a59-2f2c-42ce-843a-a43264fb7dda,CREDIT_CARD,19227,2016-03-15,8375,F
98e1cf6a-11d8-46c3-8f0d-65eb39393f37,HELOC,235067,2020-05-19,95241,C
93767321-acf1-4016-8c35-04f514008b68,AUTO,8797,2016-07-22,983,E
56bb4562-1145-4e64-8406-ee1a7e723e79,CONSTRUCTION,241930,2014-10-03,189693,F
8cf1ae2e-7895-4106-bed9-14bffec636ae,AUTO,13364,2015-06-07,12155,F
1781cf62-2d55-4bb3-8ca3-c4d2b9fff7ca,CREDIT_CARD,11697,2017-10-18,7162,E
b5a1f8db-b9a1-4350-8c45-a23cb7c68b34,CONSTRUCTION,183888,2023-08-25,144969,E
26491d31-42c4-4711-ac2f-d8b485d16da1,HELOC,340889,2014-12-12,338159,F
4894fd16-9e42-4c8e-a1b2-3658a7a2ad1a,AUTO,37084,2023-04-19,9217,B
9ae8d9f1-5a3b-4d94-ab07-64c9a6c0836d,AUTO,24221,2015-07-11,11173,F
359558b7-3cd5-4f77-b654-2eaed88dc5eb,AUTO,11471,2016-11-15,1647,E
90049481-b966-4f93-9dcb-f0e96bb3bbe4,HELOAN,390067,2016-10-12,380735,F
474d6a4d-328c-403b-915b-5a3b2571fde9,AUTO,38085,2022-11-25,31028,E
45898d9a-d8a5-4ba0-991d-ace9a6837730,HELOAN,276417,2017-11-13,29056,E
85721a8b-e766-4e81-86a0-4aa7e855079e,CONSTRUCTION,360076,2023-12-03,190384,D
cd0a4387-7836-48b4-a654-127ebb2f393f,HELOC,244777,2023-04-09,11164,A
7f244acd-4ece-41f2-b287-4a061d0493de,AUTO,9996,2017-12-03,1596,E
9c440e99-e2d7-47be-a926-61332bc1140a,AUTO,28882,2020-05-14,7768,C
6628a964-889e-4c66-aabf-2a972957f03b,AUTO,38192,2023-05-04,21155,D
d66b59bf-8fda-4dcf-8591-430dc4061478,HELOC,251178,2022-03-15,230276,F
8d7c2193-dff0-482d-af05-e45245fc4a68,HELOAN,257204,2018-02-21,187765,E
f523cd97-301f-41a9-9543-9b2673168d6e,CONSTRUCTION,408618,2018-01-30,133969,D
75eba74e-0e25-479a-8d16-210a06d25f1a,CONSTRUCTION,280816,2016-07-18,178649,E
3e3dced2-d32d-4c4c-9098-288687fcbecc,AUTO,5474,2020-06-17,3277,D
9339bb1c-4846-4c60-bba1-37b4d6c93bd3,CREDIT_CARD,38948,2020-06-02,5389,C
16983bec-1fe6-4fb0-816e-ad7fde82c830,HELOC,232642,2023-02-28,221066,F
d7d102ec-de95-44f5-aa6b-3aab0072ca00,HELOAN,271874,2021-06-26,15211,B
cb1253cd-2641-43d5-9ff4-a606dfbafaff,AUTO,21641,2023-11-23,7555,C
673923e0-2fa9-49bf-ac96-fc138229f997,CONSTRUCTION,305608,2021-06-09,59832,B
459cad64-2dae-4cea-801d-34e70e491190,CONSTRUCTION,172321,2023-05-20,145112,F
c0751669-a7b8-4da1-a2c4-ae8f6b1d55fb,HELOC,450782,2016-03-24,68929,F
a64d6a0a-8ce7-4398-92b8-2912ababf8a2,HELOC,334479,2015-10-23,118098,F
71ba11fa-3be8-4505-a48d-b437bd987646,CREDIT_CARD,21798,2021-06-06,11215,D
6c5aab9e-ced8-420e-b281-91f8ed7dd577,AUTO,19842,2016-07-28,18255,F
1424daab-5680-4262-a4b0-acd9a6704b34,HELOC,280315,2022-05-28,49012,B
648c7407-93c9-411a-adb3-dbbdcdf5a2f7,CONSTRUCTION,179947,2016-01-24,60035,F
ea22ed90-136d-4ffc-a1bb-f0c5bad80e32,AUTO,29717,2017-07-30,24386,E
e619b81c-af40-4e51-a0c8-09cf554dcd71,CONSTRUCTION,246569,2018-01-10,240008,F
7af4aea0-009f-4e6f-8151-d388de8c2485,CONSTRUCTION,486310,2019-08-31,313096,D
e03503c2-dd8f-41fd-9a23-bdb5f032a7f1,HELOAN,265567,2021-01-29,157505,D
341da46e-3465-4b2c-aacf-1ca84751f914,CONSTRUCTION,301350,2022-06-29,227327,E
f1af8ad5-96fa-41cb-9512-71b169333327,AUTO,6180,2015-04-29,5265,F
90840d56-9b67-4866-8d30-e1834967beaa,CREDIT_CARD,35616,2017-09-04,3445,E
15645143-f823-47f7-84c5-baa2a2d515b2,AUTO,28302,2021-06-09,8762,B
1ec6a3b7-cca5-40e3-8162-9ee18e0c2328,CONSTRUCTION,397019,2017-09-13,93145,E
7c462a2b-a1ce-4b6c-a9cd-5cdcdc4dd764,AUTO,10380,2015-03-08,1232,F
64d1da8f-96c2-45e8-9339-a9f61b5d68f3,AUTO,7173,2017-09-24,4549,E
a0c63bdf-48c0-40be-b980-a12b2e1f8c12,AUTO,8982,2019-03-08,6377,E
63f43ec0-a4bd-4d33-8a48-83c35c789e85,AUTO,39561,2017-07-06,26844,E
564f3dc4-e1f8-49b4-81b4-1281612fa823,HELOAN,322363,2019-06-16,107791,D
dd8c45be-4cca-4af3-b232-19fc1ce31211,HELOC,278701,2019-02-25,103450,D
47a73fb8-0d81-4865-804f-e24139bfa985,HELOAN,206783,2022-02-23,98130,C
c73d50f2-45e4-4a0e-aae1-0a045e18d938,HELOC,394647,2015-09-17,268693,F
509276ad-5db3-4e23-868f-8a26746eb63a,HELOAN,180244,2019-07-13,76059,D
47b03581-4545-4421-b88a-ed4d2d7319f5,CONSTRUCTION,368326,2022-11-12,231161,D
32b691c5-3798-41cd-9739-a416df8404e4,CONSTRUCTION,275773,2018-10-03,202040,E
307222cd-027c-4581-a112-6a8cb1fbdf4c,CONSTRUCTION,136089,2022-02-21,87934,D
cc937d14-9ebd-4f5b-9aaf-49fb5fae71fb,CONSTRUCTION,319611,2017-07-28,234642,E
9a1e81b1-cb61-472f-a4e8-19104e7f8d96,CREDIT_CARD,37715,2020-04-21,5182,C
7adcae71-66a2-48ec-a06a-22a50ee0d544,CREDIT_CARD,24878,2022-01-10,18332,E
39cb46c4-1f85-4fbf-8d53-a92e9de4203e,HELOAN,379494,2020-05-16,182341,C
6d401473-fb35-4310-8a6e-16d066cee2c5,CONSTRUCTION,252023,2018-03-04,48009,D
1348c722-f0a8-4b21-bc51-31da3fdcdf87,HELOAN,176560,2018-08-05,86729,D
7339a575-e92d-480d-b9c9-82d3be4dd149,CONSTRUCTION,311978,2018-03-14,250048,E
536ba413-8ad5-4b99-8e9a-695644a0a18b,CONSTRUCTION,257812,2018-03-21,82321,D
b424aeca-525d-4133-8e2e-7020a363b58d,CONSTRUCTION,296879,2022-05-28,34652,B
ab7c095f-17a1-4749-8579-8cb384915e60,CREDIT_CARD,7936,2023-05-30,1420,B
b3ffdadf-82f2-4066-ad1f-b91f6374d499,CREDIT_CARD,22786,2022-03-21,5554,B
d843e7c9-afca-41c9-8ec1-03149058b5c1,CONSTRUCTION,341399,2018-03-08,65451,D
0734c4c8-2151-418a-b1dc-047f9727a786,AUTO,12630,2021-09-16,11882,F
0ec456f4-3f05-4466-bdde-6c95aa2c1f00,AUTO,38354,2018-11-16,25638,E
93f3a214-3a3d-415e-8ac2-1f8b62b3bb10,CONSTRUCTION,237905,2021-01-25,194142,E
8651e7b7-c8ed-4dd7-88d7-6cb8347f2198,AUTO,39397,2021-08-14,22923,D
2de17642-755e-4289-97e5-60300507c1f2,CREDIT_CARD,28163,2022-10-18,20826,E
5397f198-12b5-47ad-90bf-7c6e3ae95d92,HELOAN,322134,2019-06-09,11938,D
fa6622b0-8cb4-46de-8c22-e45fcfc919ab,CREDIT_CARD,33343,2018-05-22,24762,E
02b632e4-24f0-4f93-8222-c3d222da3425,CONSTRUCTION,256765,2021-06-16,136781,D
43ba6e81-68b5-4279-a2a5-a73cf40178e8,HELOC,346580,2022-10-29,166368,C
cd17e20b-354e-42e0-b720-dd12e8181269,HELOC,286855,2019-07-05,239764,F
65842bb1-a74b-4929-b4a8-26b6e43d76fa,CONSTRUCTION,379660,2015-03-21,273440,F
7f8799ce-8f4e-45e2-8224-f0e015fb12f8,HELOC,239094,2020-10-28,110709,C
7a5e9185-5da3-4d9e-97d9-e912b0d82402,HELOAN,323639,2022-10-24,186553,D
eddcfa28-5ddd-4f94-b4d4-c29f91bb5ef0,HELOC,369615,2017-09-04,316705,F
4a22eaae-233f-4628-9c6f-c6903a2c78fa,HELOAN,143064,2022-04-19,98894,E
7c6a4b16-acae-4c63-b118-cf58b042c6de,HELOC,381716,2023-04-21,352871,F
16cc43b5-c803-4ba1-af37-1ee977f64117,CREDIT_CARD,22832,2020-10-04,21619,F
05c9d885-e2d8-4f32-bee0-065db7d8ee85,AUTO,16768,2014-11-03,14764,F
17f388b0-c079-4093-a9d0-c5e9a490c752,AUTO,4276,2023-08-01,1458,C
e0d1ded3-5eeb-404b-904e-1deaa496824c,CONSTRUCTION,323707,2021-08-16,183788,D
cddd3968-a0df-4ed3-ac27-21806847a092,AUTO,39507,2022-08-14,9043,B
ccee5dc8-72a6-4663-955d-322c2bd8b4e6,HELOAN,266122,2019-09-28,95871,C
09c6b304-12cf-4534-b029-c933a65000a8,HELOC,241065,2016-06-07,115710,E
1595f829-8390-407d-9226-e33d19208a8e,AUTO,6161,2017-03-23,2697,E
6bb860da-42a6-4198-ad20-817ee2e6ad49,CREDIT_CARD,17569,2018-06-14,3116,D
8ca03fff-e5f5-4700-8812-c8d40c061039,CREDIT_CARD,13784,2020-07-24,10790,E
3f04c154-1f7a-4b2e-8e3b-98d421f23116,HELOC,158669,2021-05-19,148609,F
a3753bc9-3e25-4995-9e28-e371bb58006a,CONSTRUCTION,233419,2019-11-15,65854,C
716e327f-bb9c-41db-98c6-823eb61834fc,HELOAN,271815,2017-05-23,264439,F
45f48dc5-6ae0-4db9-8f8f-b4ec948480bf,AUTO,12844,2023-11-10,7502,D
db8a3cef-2a82-435a-95a6-19bb09d36c9d,CONSTRUCTION,291075,2014-11-08,22496,F
2a552298-4bad-4aca-96d4-d65b97f6a1d8,CONSTRUCTION,324969,2017-05-05,216232,E
c4bb2396-68ff-4fb3-9028-e39b450d6eb7,HELOAN,332246,2020-06-16,114716,C
fdc1556b-5d9c-432d-972f-a46d0ea4c028,CONSTRUCTION,314678,2023-03-11,38287,A
e5a4c4f7-9bcd-4de8-b373-c8516e318574,HELOC,346383,2014-09-17,342724,F
2ca562f2-18cb-41e7-ac99-192a3cfe8b4f,AUTO,29180,2020-04-05,10597,C
2fb85520-f3c8-40df-8e3f-1aa8254e521b,HELOAN,263567,2022-08-18,187473,E
811e0dea-4dfa-4de5-b3f8-15daffe1823f,HELOAN,483013,2020-07-04,481572,F
cfacf0d9-0b2b-449b-b571-462b742d4c1d,CONSTRUCTION,366076,2018-01-19,33066,D
44cb3a0d-1737-486a-b7ba-17584ea08f53,AUTO,30242,2022-07-03,27980,F
d197145f-c5d3-431e-b790-554ab6b1db30,CREDIT_CARD,38535,2017-01-30,29655,E
d37c2be0-65ec-4692-b137-0a7fa2d35d21,HELOC,363169,2017-01-03,158659,E
c9e95307-db30-476d-8b55-af7c862b40b3,AUTO,23542,2014-09-13,14633,F
d8b734f7-9e06-45d0-8d14-47963911b704,AUTO,26783,2023-08-07,24597,F
efda2855-1242-4b0b-bcd4-1c58585dbb07,AUTO,16921,2015-05-12,9816,F
6752455b-4f92-46b9-bc95-d2613dbefb9d,AUTO,28605,2018-07-18,24241,F
3a4cb6a6-2fbe-4d96-a737-3913985b8233,HELOAN,219638,2016-03-04,33757,F
0dbd5009-4d37-4c66-9ca3-d5d335a7b696,AUTO,36320,2017-07-19,234,E
b7aa536a-d610-4c5e-be72-1b8c0098e8f5,CONSTRUCTION,353338,2015-10-10,219421,F
e74eaf5b-c4ad-4a0c-bdd3-83b58a13ce3b,CREDIT_CARD,8270,2023-04-30,6450,E
ea29b0b4-a054-44d3-acca-4377c61eb671,AUTO,29372,2021-10-31,342,B
5e5070f7-aa62-499e-ba09-36a03c2a540d,AUTO,29783,2016-04-30,13992,E
13f29f7e-5102-497c-9245-998859931141,AUTO,21379,2022-06-30,2041,B
c4579e1a-60b6-4e8e-bca5-3f1341fb9eda,CONSTRUCTION,375250,2020-10-31,281102,E
63a67358-369e-4ae3-9cf0-6b8e28cdc1b4,HELOC,288099,2016-08-06,112575,E
00684e29-5a58-4960-acb1-5a4331b856f1,HELOAN,327338,2022-01-23,162094,C
085e0879-30ef-4949-86d4-51f5310ac324,CREDIT_CARD,11058,2021-08-31,9373,F
44f7d2df-a98f-413d-a24d-37304570e01c,HELOC,376626,2018-12-07,176886,D
d7ad1d8d-dc79-496c-9a24-1a637abb2f3c,HELOAN,466735,2015-01-03,25447,F
cf63f46d-b63c-4e51-b3a4-96efae5b19de,HELOAN,416671,2016-03-08,103011,F
273da8f5-f625-44be-badc-837c0ab631c9,AUTO,34718,2019-12-13,34533,F
ae7269ea-0470-4ebc-9be9-21a91fcb8564,AUTO,29992,2017-02-02,5348,E
352a415f-2c8e-43c2-9d56-3dab8186d117,AUTO,16180,2020-02-08,15456,F
789e0d0d-2c84-438b-a1d6-4b4b8e35e5eb,AUTO,11379,2022-09-08,10345,F
1224235a-96e2-40d9-962b-aa21aeab3801,CREDIT_CARD,18978,2023-10-05,11304,D
df017110-bed6-44a9-ac5c-43357a189fa4,HELOAN,276401,2015-11-06,248120,F
f4a2b521-0279-4048-a3fe-a5acdca28ee4,HELOAN,253008,2016-08-01,2741,E
37d150e7-6276-4ff3-b6fc-3aaae9f272f6,AUTO,20070,2023-09-16,9378,C
c349bdcc-b7db-43c4-9cc1-f7e52d4eea11,CREDIT_CARD,12763,2023-06-17,10485,E
200eb75d-711d-4213-a97a-7bff50eff0ce,CREDIT_CARD,11384,2023-07-12,317,A
709e931a-824e-4774-82ef-390688944bfb,HELOAN,227830,2023-05-28,222841,F
433f63ae-04f4-4d9f-b68d-d110a8577718,HELOAN,260253,2017-01-14,115378,E
e510ab90-5635-47fa-8355-ce1b1bf08fb5,CREDIT_CARD,13498,2018-02-06,10933,E
f9e0f6fd-739d-4544-9f92-1c171b676ac7,CREDIT_CARD,24003,2023-08-12,23859,F
2fe5b11b-d77e-4195-aa21-5e275489f9a3,CONSTRUCTION,378442,2019-11-06,283791,E
9482ed2d-ecd8-45d1-8243-47c0eca928d2,CREDIT_CARD,14349,2018-05-31,1646,D
42c6e146-c400-4b73-99c0-ad6aeda6b5ee,AUTO,7557,2015-01-12,3888,F
415b9f11-41d5-4a61-8c49-81f56efde62a,CREDIT_CARD,34346,2015-11-24,30379,F
c1395b33-2c13-4513-892c-3aa6e8621449,CONSTRUCTION,275508,2017-12-16,195826,E
dd263812-0d40-436b-acc7-0e05302de0e1,CONSTRUCTION,286894,2020-05-31,61654,C
78dd042f-9098-4460-ae5f-056dc72edfa0,CONSTRUCTION,209081,2016-10-30,21975,E
7ff6b16a-09a2-4755-aa08-c63ec6a794a1,HELOC,281893,2016-05-17,70123,E
23579346-29ab-44ee-9cc9-9572b3f7cfe1,AUTO,32582,2019-01-28,25464,E
5e1f5178-7462-4744-8c0b-4f136959d4e6,CONSTRUCTION,376553,2023-10-11,49417,A
4e94d450-1c0d-4013-a234-34e197503de2,CREDIT_CARD,39671,2021-07-21,31437,E
b4df6b7f-6a58-4a59-b24a-236b9302ac01,AUTO,4446,2024-01-17,1670,C
0197ae5f-8848-4715-b3f2-722b9f1ad2e4,CONSTRUCTION,286842,2023-11-07,60593,B
3677eb7b-be4b-4d31-b3c1-35ad08a27cc2,CREDIT_CARD,25863,2018-04-14,15480,D
13a51e48-b2e3-406d-a405-db314fa23e21,HELOC,406873,2022-07-09,133456,B
7721f599-345f-4e0a-9b76-7c2188986f71,CONSTRUCTION,410311,2015-01-08,97967,F
15a5136f-052d-4b59-aafa-c14807bd7198,CREDIT_CARD,14885,2021-01-07,1173,C
ca3428bc-b7fe-4fad-b854-f2093f852412,CREDIT_CARD,20152,2019-12-20,12104,D
6dcd8e03-c174-4e99-a34c-2a3e7fb5a25d,HELOAN,152755,2016-01-16,42537,F
fa630532-fc92-4416-abd1-088879dbb024,HELOAN,278163,2023-09-05,22818,A
f49141a8-9428-429d-86bc-fe08fdff1b20,CONSTRUCTION,364447,2016-01-02,332402,F
ef36acad-efb0-4d98-9a7c-6f1be9fa2a44,AUTO,30586,2018-09-03,6872,D
83b1b7e1-54c6-4ad7-91a5-52a16d61a981,CREDIT_CARD,5180,2016-08-27,2579,E
0109d737-3d04-4c24-a8f9-6677c6100d13,HELOAN,257318,2017-11-24,210009,E
09505898-cbd8-40da-8085-9b38201fa170,CREDIT_CARD,30150,2021-06-20,4973,B
3352fc4a-aed0-43e3-ae6f-92a5b7f87a64,CONSTRUCTION,306029,2023-10-17,231772,E
90e9e89c-75b0-41a7-a351-55ab9972faf4,CREDIT_CARD,33321,2016-10-26,8176,E
0b399315-24ef-4ee2-a195-c0c7de686fee,AUTO,26505,2020-01-16,12545,C
e8c3a460-be91-4f8a-852f-0508f5883617,AUTO,27702,2021-07-31,748,B
17592df3-70bf-4f67-a2f8-e6cf45a14a01,HELOAN,332465,2018-03-22,209460,D
b87597fe-21f5-48a6-9df5-b3215973ca6b,HELOAN,330337,2023-10-19,215282,D
2b9d7e72-7115-4564-95df-e96bf90aae6f,AUTO,22038,2023-08-05,9129,C
38c6db17-5ad0-4f4c-9436-4b776e9c6525,AUTO,15463,2020-04-17,168,C
82ffb430-5de7-4301-9650-0a9a90bf5346,CONSTRUCTION,365573,2016-11-07,172486,E
393e1952-4984-4010-bcd4-38eb1cb19db1,HELOAN,346162,2022-10-03,178604,D
689104ab-7de8-4403-b573-15cf75f8d19b,CONSTRUCTION,236850,2018-03-26,130339,D
eca35bee-9603-4416-a933-a3d15dec262c,HELOAN,301989,2015-08-12,8009,F
aa24067b-ca9a-44a5-b42c-f3963c17dab4,CONSTRUCTION,321906,2016-11-19,278214,F
83dd23c2-a22c-4cb5-9967-729ae17bfa22,CREDIT_CARD,9559,2015-10-21,2123,F
0708ed9c-b367-4ba4-bc3c-8739d8074c25,HELOAN,390560,2023-07-14,266547,E
c1d7bbe2-4971-4fb2-88f0-a3e8c99dc109,AUTO,12520,2022-10-20,2224,B
9baf515c-b86c-4db0-b41f-4ec1b24841b2,HELOC,261575,2022-08-20,162560,D
3635cafc-b55e-4652-a6a3-2ca8e9dc627c,HELOAN,428056,2014-09-23,61302,F
bab68f20-3e16-4cf6-96c6-5b83880b93f1,CREDIT_CARD,12506,2016-08-03,528,E
f6b235cd-56bf-4879-af88-4f0b0f6f7d9a,AUTO,10957,2017-11-29,5196,E
a565c0cc-6d61-4baf-9821-a115d6963f80,AUTO,29673,2021-12-09,10384,C
a9eda09d-9024-472b-b7f0-c0ffb49ee18c,AUTO,36540,2017-04-18,3409,E
94112743-e0c3-4653-af7e-cb9319f2f4ad,HELOAN,332108,2020-05-31,81995,C
0bb7343c-2933-4ad3-923b-81360aed86fd,AUTO,7196,2016-10-16,5288,E
aa7d21af-6107-4b62-93e3-8e80b10039bb,AUTO,16847,2014-08-09,1333,F
d18cb14c-14d0-4023-b4b1-01a00246eac6,CONSTRUCTION,328878,2022-09-13,240449,E
2b31412f-d60f-4e08-9494-486e27853215,CREDIT_CARD,6832,2015-01-02,1135,F
c599c3ce-a5eb-41d2-ac9e-3508084ec0fd,HELOC,273745,2021-12-02,235690,F
6a43dfde-5e3e-48c7-9030-ec2430ccc85b,CREDIT_CARD,37791,2023-01-25,14775,C
df014f33-cea0-4295-82f1-51d6b469f721,HELOAN,288337,2020-04-21,220001,E
2635d3b7-72b4-4adc-bf78-f7a2aa382f6c,AUTO,7549,2021-08-01,7028,F
61ea01c7-26aa-4435-ba99-af44ee6447b8,CREDIT_CARD,5959,2016-06-27,2886,E
537d3637-ef6c-4d52-9441-5182d8f77373,CREDIT_CARD,8669,2015-08-27,79,F
5a619679-0a00-41db-a8a6-beffc6d7d864,AUTO,9410,2022-07-22,47,B
911b7c30-d258-4d9d-b019-0b45d22c31f2,HELOAN,304711,2018-10-07,228740,E
cfda9fa9-5778-4a84-b990-8d4a10a42a6a,CREDIT_CARD,22249,2017-03-16,2703,E
c104679f-63c9-4704-894a-9dd76da04bdb,CREDIT_CARD,21236,2023-09-18,5119,B
d23046ac-f78d-4d64-813b-65b8f83d6f24,CONSTRUCTION,350405,2015-08-03,284511,F
0a1927ae-1ff8-470f-bdca-38d5336916d0,CONSTRUCTION,503936,2022-03-29,371989,E
76b1c5d4-732f-409c-847e-bf9610c20199,HELOC,409662,2016-08-08,132897,E
3dc9c5d1-617a-4c2d-a45b-d33a72e0785e,AUTO,12365,2023-12-27,2202,B
1f704fd1-6c69-4f95-8409-a014d9bdd536,CONSTRUCTION,243410,2017-12-27,33473,D
c49abc69-47fa-4daf-ac9f-fee828829feb,HELOAN,320822,2015-01-08,290674,F
26293e4c-a9a1-4d23-a0b9-c9fd69937c58,HELOC,348660,2018-07-15,219721,D
39b8037f-64bf-4c82-b18d-25fd747692b8,CREDIT_CARD,4524,2018-11-09,699,D
32e44003-f14c-4ad0-a829-4a8d7ff070a2,HELOC,223560,2017-05-05,208083,F
fc3dc344-30bd-48ff-aa4a-32473d275c22,CREDIT_CARD,32443,2017-12-31,23266,E
7f8287a7-8c35-4388-a8b9-a8f46974c0c7,AUTO,32445,2023-07-05,11401,C
897cbf45-1e7d-491b-86c2-3482f0605f62,CREDIT_CARD,23165,2017-10-10,16863,E
367787df-8916-4793-b97a-f2adcb8ae34a,HELOC,337792,2023-04-20,309048,F
95d102c3-175d-4b7a-901b-9f76a5d9166e,HELOAN,178270,2018-12-01,87331,D
b50ee45e-a930-4e58-84ee-20c81a308bf6,HELOC,339852,2017-03-23,287235,F
b99492c5-a493-4cc6-ac49-c0453aa071ac,HELOAN,238272,2017-02-06,198391,E
a6029cf8-c9d1-4632-97aa-2e9ad52ea357,HELOC,189932,2016-02-14,120961,F
68e12a10-821b-45ae-a6ee-48d0131f4e19,AUTO,32390,2020-11-27,22517,E
c6774f88-0a05-4b90-93a4-a5e195737c49,HELOAN,456662,2022-09-18,305281,E
71a67ddb-a91d-41d5-803e-37b857a308de,AUTO,38155,2017-06-07,4893,E
d2392ce7-540c-4221-83a5-6c8ae30af0fc,HELOC,258513,2014-10-30,102909,F
4831252d-cdb2-4a17-b3cc-89437b002fe5,CREDIT_CARD,4078,2017-11-28,1785,E
b6dc6e96-d199-4c50-9a23-8753c6883520,AUTO,34699,2023-12-25,3585,A
7167d505-53e6-4ce4-a8b6-ab0df4242a63,HELOAN,293605,2021-02-03,136218,C
f9da11f6-2ee2-4841-969d-b85f44542ab6,AUTO,26907,2019-02-28,21617,E
6de06d38-d438-484e-8612-f389f7800ac0,CONSTRUCTION,345568,2022-06-29,4217,B
9f51e952-a494-416b-9eed-95a4d7b169dd,CONSTRUCTION,180386,2024-01-03,167664,F
6501984a-62cb-4c41-b307-aedfe1a49aa9,AUTO,10705,2022-02-13,6240,D
9d28d3ae-9f31-4ad0-9657-490cb4b39eb6,HELOAN,337690,2016-02-07,305832,F
ae938b3f-d44a-48c0-a078-8d7aa35e6aaf,AUTO,38941,2023-08-19,35121,F
be4a31e2-7ba2-4239-8cff-23bfbc62aa59,HELOAN,177444,2023-02-20,107270,D
1033d40c-a35d-4792-99e3-0427961c2fd6,HELOAN,347339,2016-05-04,138055,E
716f8451-dce6-4b9a-939c-cd50ed0a9d08,HELOC,312749,2021-03-22,6459,C
a79fb369-d5e9-405b-ab51-b7fb01c81b17,CONSTRUCTION,255328,2014-11-17,160323,F
5180d3c1-bb1b-4eb5-b6d1-c55be5a27518,HELOAN,406728,2015-05-06,285086,F
dea212ca-7aca-4a42-8c88-1afa8fa57ce2,HELOC,214450,2017-01-07,158072,E
